x,y,z
0.020202,0.039957,1.000000
0.020202,0.040591,1.000000
0.020202,0.041226,1.000000
0.020202,0.041860,1.000000
0.020202,0.042494,1.000000
0.020202,0.043128,1.000000
0.020202,0.043763,1.000000
0.020202,0.044397,1.000000
0.020202,0.045031,1.000000
0.020202,0.045665,1.000000
0.020202,0.046299,1.000000
0.020202,0.046934,1.000000
0.020202,0.047568,1.000000
0.020202,0.048202,1.000000
0.020202,0.048836,1.000000
0.020202,0.049471,1.000000
0.020202,0.050105,1.000000
0.020202,0.050739,1.000000
0.020202,0.051373,1.000000
0.020202,0.052008,1.000000
0.020202,0.052642,1.000000
0.020202,0.053276,1.000000
0.020202,0.053910,1.000000
0.020202,0.054545,1.000000
0.020202,0.055179,1.000000
0.020202,0.055813,1.000000
0.020202,0.056447,1.000000
0.020202,0.057082,1.000000
0.020202,0.057716,1.000000
0.020202,0.058350,1.000000
0.020202,0.058984,1.000000
0.020202,0.059618,1.000000
0.020202,0.060253,1.000000
0.020202,0.060887,1.000000
0.020202,0.061521,1.000000
0.020202,0.062155,1.000000
0.020202,0.062790,1.000000
0.030303,0.000000,1.000000
0.030303,0.000951,1.000000
0.030303,0.001901,1.000000
0.030303,0.002852,1.000000
0.030303,0.003802,1.000000
0.030303,0.004753,1.000000
0.030303,0.005703,1.000000
0.030303,0.006654,1.000000
0.030303,0.007604,1.000000
0.030303,0.008555,1.000000
0.030303,0.009506,1.000000
0.030303,0.010456,1.000000
0.030303,0.011407,1.000000
0.030303,0.012357,1.000000
0.030303,0.013308,1.000000
0.030303,0.014258,1.000000
0.030303,0.015209,1.000000
0.030303,0.016160,1.000000
0.030303,0.017110,1.000000
0.030303,0.018061,1.000000
0.030303,0.019011,1.000000
0.030303,0.019962,1.000000
0.030303,0.020912,1.000000
0.030303,0.021863,1.000000
0.030303,0.022813,1.000000
0.030303,0.023764,1.000000
0.030303,0.024715,1.000000
0.030303,0.025665,1.000000
0.030303,0.026616,1.000000
0.030303,0.027566,1.000000
0.030303,0.028517,1.000000
0.030303,0.029467,1.000000
0.030303,0.030418,1.000000
0.030303,0.031368,1.000000
0.030303,0.032319,1.000000
0.030303,0.033270,1.000000
0.030303,0.034220,1.000000
0.030303,0.035171,1.000000
0.030303,0.036121,1.000000
0.030303,0.037072,1.000000
0.030303,0.038022,1.000000
0.030303,0.038973,1.000000
0.030303,0.039924,1.000000
0.030303,0.040874,1.000000
0.030303,0.041825,1.000000
0.030303,0.042775,1.000000
0.030303,0.043726,1.000000
0.030303,0.044676,1.000000
0.030303,0.045627,1.000000
0.030303,0.046577,1.000000
0.030303,0.047528,1.000000
0.030303,0.048479,1.000000
0.030303,0.049429,1.000000
0.030303,0.050380,1.000000
0.030303,0.051330,1.000000
0.030303,0.052281,1.000000
0.030303,0.053231,1.000000
0.030303,0.054182,1.000000
0.030303,0.055133,1.000000
0.030303,0.056083,1.000000
0.030303,0.057034,1.000000
0.030303,0.057984,1.000000
0.030303,0.058935,1.000000
0.030303,0.059885,1.000000
0.030303,0.060836,1.000000
0.030303,0.061786,1.000000
0.030303,0.062737,1.000000
0.030303,0.063688,1.000000
0.030303,0.064638,1.000000
0.030303,0.065589,1.000000
0.030303,0.066539,1.000000
0.030303,0.067490,1.000000
0.030303,0.068440,1.000000
0.030303,0.069391,1.000000
0.030303,0.070341,1.000000
0.030303,0.071292,1.000000
0.030303,0.072243,1.000000
0.030303,0.073193,1.000000
0.030303,0.074144,1.000000
0.030303,0.075094,1.000000
0.030303,0.076045,1.000000
0.030303,0.076995,1.000000
0.030303,0.077946,1.000000
0.030303,0.078897,1.000000
